Comune Latitudine Longitudine Codice PL97 PL98 PL99 PL00 PL01 PL02 PL03 PL04 PL05 PL06 PL07 PL08 PL09 PL10 PL11
MusilediPiave 45.623889 12.565000 408 0.001520219 0.001504212 0.001388889 0.001368256 0.001364256 0.003369272 0.004225893 0.004148986 0.004075206 0.003489119 0.003693028 0.004826678 0.006867177 0.00734151 0.006765436
Noale 45.551944 12.073056 409 0.021321216 0.021171734 0.022189963 0.021968245 0.021880065 0.0215311 0.023785927 0.023452897 0.023597273 0.022838819 0.028928548 0.030409059 0.024699981 0.023777988 0.024236701
NoventadiPiave 45.662778 12.530556 410 0.009635237 0.009597258 0.009580838 0.013813097 0.031129059 0.050074368 0.049188312 0.054272331 0.048682519 0.052389268 0.063707165 0.093650553 0.092992114 0.116221346 0.113746785
Pianiga 45.458056 12.031111 411 0 0 0 0 0 0 0.010886798 0.010610899 0.010099029 0.015426076 0.016154945 0.016184871 0.016528926 0.016097929 0.016617063
Portogruaro 45.777222 12.837222 412 0.008053636 0.008074101 0.008240407 0.008130081 0.008432115 0.00974461 0.009838567 0.009857699 0.009803137 0.009792604 0.010080165 0.013880674 0.014720932 0.014976415 0.015212264
Pramaggiore 45.814444 12.738611 413 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002121341 0.002128112
Quartod'Altino 45.581944 12.370833 414 0.019602232 0.041903409 0.041057759 0.042912514 0.042729152 0.041863606 0.04183768 0.081909019 0.041507947 0.082168517 0.084027155 0.081303859 0.080351616 0.079030687 0.084617236
Salzano 45.522500 12.106944 415 0.001922069 0.001912877 0.006779661 0.007774035 0.00811324 0.008045879 0.007985049 0.007133758 0.007947244 0.007007007 0.006866111 0.006751869 0.006801645 0.007228726 0.007668232
SanDonàdiPiave 45.633889 12.565278 416 0.011911161 0.012492966 0.012742429 0.011984686 0.013437218 0.012257633 0.011928322 0.01155705 0.011394831 0.011853887 0.011470985 0.011783479 0.010012849 0.009569148 0.009542668
SanMichelealTagliamento 45.767222 12.994722 417 5.24392704 5.830889788 5.948296321 5.985042917 6.162204724 6.380700708 6.480607655 6.659224043 6.48721434 6.543298447 6.164873045 7.167113419 7.089950166 6.814178303 7.052926628
SantaMariadiSala 45.508333 12.036111 418 0.005133964 0.004996487 0.004869512 0.00476687 0.004672215 0.004577314 0.004414706 0.00524109 0.004056024 0.00494927 0.005641918 0.005916467 0.005456868 0.005498322 0.005432296
SantoStinodiLivenza 45.731944 12.681667 419 0.007474361 0.007448467 0.004390496 0.004635989 0.007068041 0.006967179 0.007162852 0.006099049 0.006958887 0.007782719 0.010233576 0.010149162 0.01159131 0.011078851 0.011919315
Scorzè 45.574444 12.109444 420 0.004502312 0.004459712 0.004391431 0.004250364 0.004209191 0.00711583 0.00696248 0.006469003 0.006741934 0.006955506 0.008722774 0.009889012 0.009983186 0.009972706 0.010019935
Spinea 45.491944 12.169444 421 0.001829026 0.00184 0.001852299 0.002179705 0.002202194 0.002563685 0.003015977 0.003251636 0.002984112 0.003583801 0.004410961 0.006129131 0.004461273 0.004400725 0.004481364
Stra 45.411389 12.009167 422 0.014407924 0.014205386 0.013939306 0.013775291 0.013638301 0.013515416 0.013329631 0.024975852 0.01309329 0.039464793 0.039602649 0.038793103 0.03981142 0.039081067 0.038778986
TeglioVeneto 45.816389 12.886944 423 0 0 0 0 0.003018109 0.003037975 0.00594943 0.005733397 0.005594406 0.005417607 0.005686789 0.005711775 0.005659556 0.005613126 0.005572225
TorrediMosto 45.691389 12.710833 424 0 0 0 0 0.00580855 0.005689577 0.005617978 0.005535872 0.00554939 0.002633311 0.006656646 0.006804168 0.009698503 0.010910617 0.007986549
Venezia 45.438056 12.327500 425 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
Vigonovo 45.389167 12.008889 426 0.001544998 0.002536783 0.003640472 0.003706449 0.004203759 0.004985409 0.004349871 0.003422313 0.004124401 0.002291326 0.005402542 0.007895816 0.008167793 0.008037309 0.007967736
AbanoTerme 45.36166667 11.79083333 427 0.577583871 0.549537863 0.547289659 0.607466552 0.624531629 0.57416425 0.560881038 0.533223824 0.546374987 0.548093043 0.542230952 0.543425845 0.541130386 0.545777147 0.565494561
Agna 45.17222222 11.96166667 428 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.010248902
Albignasego 45.3475 11.86805556 429 0.007145543 0.007097118 0.007016618 0.007832212 0.007783524 0.009504519 0.00965912 0.008554277 0.009319527 0.009338067 0.009956587 0.009531628 0.009414272 0.009062017 0.008746839
AnguillaraVeneta 45.14138889 11.88888889 430 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ArquàPetrarca 45.27055556 11.71861111 431 0 0.009071505 0.009149623 0.009095773 0.009057006 0.004833512 0.0125 0.007559395 0.012352309 0.013469828 0.058033315 0.071965628 0.086839266 0.087096774 0.096618357
Arre 45.21805556 11.93083333 432 0 0 0 0 0.001971414 0.003929273 0.00391198 0.002902758 0.003861004 0 0.001867414 0.001850995 0.001850139 0 0
Arzergrande 45.27583333 12.04583333 433 0 0 0 0 0 0 0 0 0 0 0.001106195 0.001085541 0.001069748 0.001051525 0.001050641
BagnolidiSopra 45.18638889 11.88472222 434 0 0.002500625 0.002532287 0.00278481 0.002843847 0.002613013 0.002836514 0 0.002879581 0 0.00266099 0.002651816 0.002639219 0.005847953 0.010127932
Baone 45.24444444 11.68777778 435 0 0 0 0 0.007338864 0.018494898 0.02377892 0.00446856 0.023855577 0.035355174 0.052325581 0.049568276 0.051801802 0.049386701 0.048928686
Barbona 45.10833333 11.66222222 436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BattagliaTerme 45.29194444 11.78527778 437 0.048895157 0.047641621 0.047138837 0.048104265 0.053342988 0.048744821 0.044353872 0.040202215 0.044826751 0.04193232 0.042474834 0.040901298 0.043103448 0.043413545 0.044560617
BoaraPisani 45.10861111 11.78277778 438 0.014314115 0.014189988 0.014359793 0.015291751 0.015169661 0.014178811 0.041422431 0.041699449 0.041666667 0.043205027 0.042258932 0.041952708 0.04281925 0.043179213 0.043328221
Borgoricco 45.53138889 11.96638889 439 0 0 0 0 0.000575374 0.001692047 0.000554785 0.00053843 0.000524384 0.003840246 0.006188119 0.00601902 0.008141762 0.005189903 0.005155847
Bovolenta 45.27111111 11.93944444 440 0.003734827 0 0 0.005033029 0.00508744 0.005701615 0.005080978 0.005116725 0.005093919 0.004975124 0.008224185 0.009273108 0.009253731 0.008274232 0.008274232
Brugine 45.29916667 11.99444444 441 0 0 0 0.000975134 0.002126268 0.002048535 0.003563681 0.001823985 0.003452417 0.004708652 0.004808393 0.003605943 0.003603863 0.003013777 0.003013345
Cadoneghe 45.45 11.91027778 442 0 0 0 0.00054322 0.000541785 0.001072314 0.001255617 0.001315443 0.001238188 0.005210008 0.005777044 0.005352645 0.005016303 0.004959395 0.005266093
Campodarsego 45.50305556 11.90861111 443 0 0 0 0 0 0 0 0 0 0.007781184 0.008051652 0.007804447 0.00765896 0.00754932 0.007419332
Campodoro 45.49388889 11.75333333 444 0 0 0 0 0 0 0 0 0 0 0 0.001506591 0.001485332 0.002557545 0.002548234
Camposampiero 45.57083333 11.93388889 445 0.009786299 0.013573764 0.013258492 0.017763845 0.017780273 0.024524662 0.030376344 0.026509831 0.029480824 0.018480316 0.030458994 0.036701818 0.036450602 0.035705511 0.035996417
CampoSanMartino 45.54861111 11.81138889 446 0 0 0 0 0 0 0.000919456 0.000905797 0.000900576 0 0 0 0.002071466 0.003803596 0.003756831
Candiana 45.22166667 11.9925 447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001597444
Carceri 45.19916667 11.62583333 448 0 0 0 0 0 0 0 0 0 0 0.003694581 0.003719777 0.003733665 0.011138614 0.011083744
CarmignanodiBrenta 45.63138889 11.71055556 449 0.009988584 0.009155937 0.009162491 0.008960319 0.008957771 0.009353741 0.008743928 0.009766162 0.008536585 0.007509722 0.009089712 0.009081337 0.009095703 0.009064635 0.008561644
Cartura 45.26916667 11.85972222 450 0 0 0 0.001226091 0.001222793 0 0 0 0 0 0 0 0 0 0
CasalediScodosia 45.18694444 11.46111111 451 0 0 0 0 0 0.002058037 0 0 0 0 0.000830737 0.000825764 0.001636996 0.004296236 0.004257908
Casalserugo 45.31805556 11.91361111 452 0 0 0 0 0 0 0 0.000723982 0 0.000719942 0.00232475 0.002323503 0.004125561 0.004896627 0.004918929
Castelbaldo 45.12416667 11.44666667 453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CervareseSantaCroce 45.40305556 11.69444444 454 0 0 0 0 0.000847997 0.003760969 0.002883625 0 0.002661091 0.003288272 0.009103891 0.009156542 0.008254303 0.007479562 0.008142758
CintoEuganeo 45.2925 11.66222222 455 0 0 0 0 0.002939735 0.021865889 0.030695444 0.0128327 0.030505243 0.033157136 0.049014897 0.048815853 0.053320407 0.045960329 0.05108055
Cittadella 45.65027778 11.785 456 0.019725465 0.018723771 0.018704649 0.018482906 0.01846121 0.020541056 0.022116739 0.022041405 0.021632653 0.021307899 0.022396698 0.024019975 0.024017576 0.024787181 0.024831039
Codevigo 45.26888889 12.10166667 457 0.006221409 0.006132756 0.006076854 0.003196023 0.005342832 0.009234594 0.00901057 0.008812066 0.008685485 0.006918135 0.007707129 0.00757815 0.007565012 0.00827737 0.008131329
Conselve 45.23277778 11.87583333 458 0.00664528 0.006575218 0.006459517 0.006412383 0.00645664 0.021201413 0.020691885 0.020165949 0.019781578 0.023831347 0.024300368 0.023895799 0.023618236 0.024032043 0.024604234
Correzzola 45.2375 12.06777778 459 0 0 0 0.007538636 0.007535795 0.007473842 0.007354293 0.007264802 0.007186489 0.007167174 0.009511845 0.012255773 0.015159622 0.016325798 0.016452721
Curtarolo 45.52305556 11.83305556 460 0 0 0 0 0 0.002462296 0 0 0 0.003795066 0.005596212 0.00623848 0.006184118 0.00539643 0.005371901
Este 45.22805556 11.65333333 461 0.007169921 0.005572174 0.005578064 0.007594043 0.009629187 0.011311269 0.011916821 0.010709823 0.011881423 0.013576002 0.020902613 0.021723731 0.024553307 0.022729977 0.02334145
Fontaniva 45.63805556 11.75694444 462 0.003138646 0.003272876 0.003244997 0.002683843 0.002683123 0.004925453 0.003954132 0.003931848 0.003917984 0.003587904 0.003493886 0.003441072 0.003414218 0.003394351 0.003369029
GallieraVeneta 45.66388889 11.82972222 463 0 0 0 0 0 0 0 0.000585652 0 0 0 0 0 0 0
GalzignanoTerme 45.31055556 11.72888889 464 0.168717463 0.160085633 0.161081857 0.170865019 0.175800712 0.18063447 0.164393227 0.164750059 0.162256267 0.175681923 0.181363636 0.181102362 0.187373168 0.184851217 0.186214689
Gazzo 45.58222222 11.7075 465 0 0 0 0.026894158 0.026917511 0.026375496 0.025726141 0.025155532 0.024390244 0.025957337 0.024944431 0.023625844 0.023361144 0.022886502 0.022643253
Grantorto 45.60194444 11.73027778 466 0.00295858 0.00296816 0.002935682 0.002933333 0.002912364 0.002854177 0.007591093 0.004666012 0.007090522 0.006222632 0.006705409 0.006535948 0.006462732 0.006377551 0.006331786
Granze 45.15611111 11.71444444 467 0 0 0 0 0 0.001189061 0.002294894 0.002218525 0.002170374 0.004253057 0.00770416 0.007526342 0.007440476 0.005928854 0.005879471
Legnaro 45.34666667 11.96611111 468 0.002494131 0.002486107 0.002451334 0.002422688 0.002462697 0.003656307 0.004095004 0.004543684 0.003796027 0.006093769 0.006779661 0.006456241 0.007447689 0.007563416 0.011597198
Limena 45.48194444 11.84388889 469 0.006735589 0.007121845 0.007003654 0.006999255 0.007728201 0.009818077 0.009197679 0.010912143 0.008959338 0.011554333 0.01342737 0.01424767 0.013887069 0.013436693 0.014871795
Loreggia 45.59333333 11.94583333 470 0.002974531 0.002935241 0.002891218 0.009960868 0.011615811 0.01146905 0.010942349 0.010766308 0.010282382 0.006784261 0.010268447 0.010149422 0.009935146 0.009918722 0.009715288
LozzoAtestino 45.28888889 11.62722222 471 0 0 0 0 0 0.005131495 0.007019783 0.004124365 0.006953224 0.004099653 0.011867583 0.011728395 0.012334258 0.014846891 0.016144055
MaseràdiPadova 45.32194444 11.865 472 0 0 0 0 0.000518336 0.000501379 0.000491884 0 0.000472088 0 0.006125227 0.006026113 0.006209114 0.00617352 0.006153846
Masi 45.10861111 11.48888889 473 0 0 0 0 0.003329634 0.006696429 0.003329634 0.031491713 0.003346347 0.031561462 0.030777538 0.033406353 0.033720287 0.031737194 0.033964365
Massanzago 45.55694444 12.00444444 474 0.010456274 0.010206449 0.009861049 0.013342082 0.012945671 0.017265895 0.01340694 0.018400155 0.012910575 0.016945996 0.017066086 0.021106775 0.023344285 0.018861512 0.021170195
MegliadinoSanFidenzio 45.21833333 11.51666667 475 0 0 0 0.001085776 0.001098901 0.005494505 0.005440696 0.004246285 0.00522466 0 0.004028197 0.003996004 0 0 0
MegliadinoSanVitale 45.19416667 11.52666667 476 0.006454816 0.00657562 0.006582278 0.007077856 0.007223942 0.006519559 0.006609049 0.003996004 0.006480558 0.003966287 0.010452962 0.010432191 0.010427011 0.010238908 0.010406343
Merlara 45.16888889 11.44166667 477 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mestrino 45.44277778 11.76083333 478 0.003947888 0.001661342 0.00161772 0.004096386 0.00330891 0.003204028 0.004144265 0.003582673 0.00387394 0.002830856 0.006126021 0.008015843 0.009166667 0.009648644 0.012978876
Monselice 45.23972222 11.75138889 479 0.009931114 0.009296755 0.009327077 0.010060017 0.018304542 0.018198466 0.018743235 0.017561807 0.018793556 0.021070062 0.026309795 0.026093847 0.027495313 0.027247956 0.029182219
Montagnana 45.23388889 11.46722222 480 0.013045765 0.021588037 0.02172761 0.017840076 0.019319031 0.016609516 0.020639504 0.018835799 0.020377996 0.020776208 0.033480733 0.026017625 0.026084224 0.025565492 0.025914957
MontegrottoTerme 45.33333333 11.78444444 481 0.641010802 0.645811342 0.645315946 0.649685774 0.67575874 0.676248687 0.669483479 0.660501982 0.661072567 0.643163589 0.667095352 0.646184702 0.616145125 0.603523835 0.602675408
NoventaPadovana 45.41527778 11.95083333 482 0.00350438 0.00348649 0.003454231 0.003420474 0.003440226 0.005350195 0.005535925 0.004442963 0.005072307 0.004739825 0.006454137 0.008854559 0.008877381 0.009796741 0.010080828
OspedalettoEuganeo 45.22388889 11.61138889 483 0.002908104 0 0 0.007446016 0.007400555 0.00724113 0.007095973 0.004411505 0.00700035 0.004345559 0.006726457 0.010921502 0.011171293 0.011442033 0.011496196
Padova 45.40916667 11.87305556 484 0.018746609 0.019200607 0.019168271 0.020196431 0.020094383 0.02085633 0.02562004 0.02148268 0.025371472 0.026557173 0.033015659 0.034604786 0.034588641 0.034388743 0.035931975
Pernumia 45.25861111 11.79055556 485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004326801
Piacenzad'Adige 45.12944444 11.54777778 486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PiazzolasulBrenta 45.54333333 11.78722222 487 0.002446829 0.001685078 0.001689348 0.002432635 0.002432635 0.001684447 0.002980071 0.002695668 0.002957213 0.004412576 0.005725711 0.005129128 0.004586743 0.003926118 0.003918426
PiombinoDese 45.60888889 12.00083333 488 0 0 0 0.0014068 0.001393405 0.00137662 0.003484712 0.001338837 0.003434142 0.001319261 0.003902862 0.003851915 0.00384369 0.004977232 0.004941647
PiovediSacco 45.29833333 12.035 489 0.003504673 0.003508362 0.003473026 0.011741007 0.011665142 0.011822604 0.01168577 0.011709862 0.011569973 0.012630423 0.012031292 0.011816448 0.011669894 0.011487148 0.011326121
Polverara 45.31222222 11.95888889 490 0 0 0 0 0 0 0 0 0 0.005809731 0.009071877 0.00475382 0.004663558 0.004593176 0.004504505
Ponso 45.19388889 11.58694444 491 0.005272408 0.005237887 0.005235602 0.00511291 0.005061156 0.005002084 0.004985459 0.004928131 0.004946414 0.006190673 0.006183017 0.006190673 0.006175381 0.006134969 0.006053269
Pontelongo 45.25083333 12.02388889 492 0.004325493 0.004247412 0.004219409 0.004719455 0.009597441 0.009521291 0.009533898 0.009343369 0.009328842 0.009167303 0.008933002 0.008957452 0.009036145 0.009141696 0.009077156
PonteSanNicolò 45.36555556 11.93722222 493 0.00630234 0.006232923 0.006190113 0.007222642 0.007120974 0.007971368 0.015160022 0.007743363 0.01460926 0.00751073 0.007430998 0.007713249 0.007824255 0.008705441 0.008662535
Pozzonovo 45.19777778 11.79416667 494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Rovolon 45.38722222 11.65333333 495 0 0 0 0 0 0.004091456 0.005035971 0.000475398 0.004903105 0.022089277 0.030625832 0.02294869 0.02513312 0.026739085 0.032097743
Rubano 45.42805556 11.78527778 496 0.017705167 0.016066398 0.015992118 0.015575637 0.015483494 0.015874161 0.015586256 0.015024805 0.015479876 0.014796377 0.015937059 0.015682901 0.016289829 0.015891324 0.015549564
Saccolongo 45.40611111 11.74916667 497 0 0 0 0 0.000445732 0.00179051 0.003810805 0.003305421 0.003750276 0 0.005263158 0.004102564 0.004093328 0 0
Saletto 45.22805556 11.53444444 498 0.002812374 0.003998401 0.003969829 0.002759164 0.002708978 0.006854532 0.009366804 0.006769462 0.009366804 0 0.006564551 0.003287071 0.003270349 0.003271538 0.003262051
SanGiorgiodellePertiche 45.54166667 11.91055556 499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SanGiorgioinBosco 45.59222222 11.80694444 500 0.012395962 0.012274242 0.012133819 0.012071047 0.011998629 0.011967858 0.011888587 0.011733155 0.011577903 0.011543536 0.011328694 0.013407821 0.013329102 0.013356654 0.013318535
SanMartinodiLupari 45.64916667 11.85777778 501 0.002136942 0.001407831 0.001410686 0.001664477 0.002098452 0.00369067 0.00420274 0.003567577 0.004078636 0.003526489 0.004122268 0.003521936 0.003791325 0.003778433 0.003774155
SanPietroinGu 45.61638889 11.66972222 502 0.004926108 0.00491343 0.004859986 0.004599816 0.004578755 0.004803294 0.004542357 0.004532064 0.004547522 0.004679144 0.00464191 0.004393673 0.004340278 0.004326195 0.00523446
SanPietroViminario 45.2475 11.82 503 0 0 0 0.002020202 0.002017756 0.001574803 0.001931248 0.001865672 0.001805054 0.005681818 0.009500352 0.007560137 0.01149814 0.008 0.00795756
SantaGiustinainColle 45.56444444 11.90805556 504 0.001630258 0.001613163 0.001592103 0.001250195 0.001249219 0.001232666 0.001197963 0.001172505 0.001162284 0.001146625 0.001126919 0.001961059 0.002355876 0.002371652 0.002356856
SantaMargheritad'Adige 45.21722222 11.55805556 505 0 0 0 0 0 0 0 0 0 0.001731602 0 0 0 0 0
Sant'AngelodiPiovediSacco 45.34638889 12.00888889 506 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0005518 0.000550964
Sant'Elena 45.18777778 11.71111111 507 0 0 0 0.002263724 0.002263724 0.003856749 0.002120891 0 0.002072539 0.003039514 0.008462623 0.008086253 0.010349288 0.010105263 0.009823987
Sant'Urbano 45.12944444 11.64666667 508 0 0 0 0 0 0 0 0 0 0 0.001838235 0.001829826 0.009165903 0.009182736 0.009195402
Saonara 45.37083333 11.98583333 509 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000595652 0.000588062
SelvazzanoDentro 45.39527778 11.78361111 510 0.008841175 0.008270911 0.008205605 0.009224619 0.009270517 0.014180488 0.015808931 0.012757513 0.015147278 0.013048691 0.013751827 0.013613805 0.014162006 0.013808563 0.014844027
Solesino 45.17916667 11.74277778 511 0.001552357 0.001554331 0.00155653 0.001551043 0.001558074 0.001558957 0.001557853 0.00155631 0.001552795 0.00155499 0.001561169 0 0 0 0
Stanghella 45.13583333 11.75722222 512 0.007029877 0.006581834 0.00667854 0.005542008 0.006282253 0.00835403 0.009896536 0.008717032 0.009751773 0.00799467 0.008699532 0.00891663 0.008998875 0.009538951 0.009608785
Teolo 45.36805556 11.70833333 513 0.110624315 0.101421344 0.102147276 0.109831495 0.109527835 0.103797468 0.103472798 0.1005805 0.102320675 0.101454375 0.121111619 0.121047263 0.123728814 0.123365739 0.12493016
TerrassaPadovana 45.24722222 11.90305556 514 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tombolo 45.64638889 11.83194444 515 0.002051282 0.002041411 0.002014388 0.002004582 0.002015839 0.002522068 0.002471848 0.002410607 0.002368421 0.002580645 0.000747384 0.00073269 0.000726216 0 0
Torreglia 45.33611111 11.73277778 516 0.012721334 0.0130674 0.013060663 0.013000342 0.024278438 0.032020117 0.030353849 0.026262964 0.029902528 0.031806196 0.03952057 0.038449059 0.039961483 0.040624502 0.046114972
Trebaseleghe 45.59138889 12.05166667 517 0.003660181 0.003699137 0.003649294 0.003385798 0.003818529 0.003955056 0.005463036 0.005461638 0.005278393 0.00404483 0.004295746 0.004210867 0.004166333 0.004503793 0.00519317
Tribano 45.21277778 11.83388889 518 0.003570518 0.003523786 0.003472222 0.00296077 0.003515821 0.006091618 0.004549808 0.005135387 0.004381919 0.005720824 0.006311993 0.006283662 0.006262581 0.005599104 0.005604125
Urbana 45.18944444 11.44388889 519 0.031069685 0.004946043 0.004910714 0.03133393 0.040715884 0.014446953 0.014317673 0.021933751 0.014578588 0.022508039 0.022111913 0.02248738 0.022466758 0.022252498 0.025524157
Veggiano 45.44805556 11.71583333 520 0 0 0 0.002096436 0.00206044 0.001962709 0 0 0 0.004681404 0.010918114 0.010263588 0.008556631 0.008427589 0.008346145
Vescovana 45.13555556 11.70916667 521 0 0 0 0.002528445 0.002554278 0.004450095 0.002536462 0 0.00248139 0.009213759 0.009225092 0.009079903 0.009030704 0.008813161 0.008710801
Vighizzolod'Este 45.17638889 11.62916667 522 0 0 0 0 0.004329004 0.004371585 0.004291845 0.004319654 0.004282655 0 0.006369427 0.012779553 0.012779553 0.012565445 0.012671595
Vigodarzere 45.4625 11.87833333 523 0 0 0 0 0.000170445 0.001601753 0.001401831 0.001225991 0.001372074 0.002723704 0.002702703 0.00164693 0.003057385 0.002796551 0.002797638
Vigonza 45.44527778 11.99166667 524 0.005473774 0.006808106 0.006763842 0.006303606 0.006417167 0.008463902 0.006796646 0.008079918 0.006625719 0.013601533 0.013721237 0.015360194 0.015220074 0.014405436 0.014238381
VilladelConte 45.58416667 11.86055556 525 0.003192975 0.006927949 0.006955485 0.00673801 0.0067581 0.010398273 0.005986868 0.010097161 0.005890177 0.010698198 0.014238166 0.01372872 0.0153874 0.013924051 0.013858891
VillaEstense 45.17388889 11.66916667 526 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000852878 0.000859107
VillafrancaPadovana 45.49472222 11.79972222 527 0.001586672 0.001557026 0.001528078 0.001514005 0.00150508 0.003222608 0.003131775 0.003050927 0.003005433 0.008674377 0.011339093 0.011972876 0.012364921 0.012092267 0.012316011
VillanovadiCamposampiero 45.49194444 11.97388889 528 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000508216 0.00049776
Vo 45.329722 11.640833 529 0.004332756 0 0 0.012975779 0.023948598 0.040199531 0.0524942 0.004391101 0.053329405 0.059935046 0.077238151 0.076677316 0.078924291 0.055359246 0.05506737
DueCarrare 45.28333333 11.83333333 530 0.001055409 0.001041124 0.001020148 0.001000375 0.000986072 0.000975729 0.000957281 0.001653283 0.000941398 0.004179728 0.004699679 0.006037134 0.005951713 0.006804239 0.006753017
Adria 45.0575 12.05694444 531 0.005476556 0.00539655 0.005422941 0.007643928 0.01012646 0.010390991 0.009273122 0.00682181 0.009348525 0.006745527 0.01310065 0.011922721 0.015326045 0.016192946 0.020498019
ArianonelPolesine 44.948611 12.123889 532 0.003963535 0.004024955 0.004060089 0.005312628 0.009225092 0.009261165 0.011067842 0.0137577 0.011180124 0.016266945 0.01787968 0.015893198 0.023799405 0.025343643 0.027920962
ArquàPolesine 45.012222 11.740556 533 0.002733174 0.002730375 0.004458162 0.004462753 0.004509192 0.00456621 0.004606662 0.023599859 0.004490501 0.023183391 0.01963486 0.026794916 0.026924405 0.039298246 0.042807018
BadiaPolesine 45.095000 11.491111 534 0.009122335 0.008813949 0.008792889 0.008820709 0.009225447 0.00745128 0.0077395 0.008396306 0.007634298 0.008524043 0.009929208 0.010244215 0.011013216 0.011504832 0.012057064
BagnolodiPo 45.016667 11.501389 535 0 0 0 0 0 0 0 0 0 0.00967519 0.009824561 0.009776536 0.009887006 0.009762901 0.009762901
Bergantino 45.062222 11.252500 536 0.015648286 0.015748031 0.015885023 0.015957447 0.016024418 0.016006098 0.023709369 0.0237366 0.023818671 0.023745691 0.023565184 0.023583111 0.023700306 0.02369125 0.023646072
Bosaro 45.004722 11.771667 537 0.007905138 0.007917656 0.007843137 0.010777521 0.010614102 0.009063444 0.010917031 0.010783609 0.010885341 0.01459854 0.010901163 0.010714286 0.010366275 0.005098789 0.005098789
Calto 44.993056 11.357500 538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Canaro 44.938333 11.676389 539 0.020692116 0.020655271 0.0204947 0.020343739 0.019760056 0.018355101 0.018124782 0.019410745 0.018030513 0.018124782 0.019444444 0.020855057 0.020668274 0.020639835 0.020682523
Canda 45.035556 11.509722 540 0 0 0 0 0 0 0 0.008350731 0 0.008686211 0 0 0 0 0
Castelguglielmo 45.025278 11.538056 541 0 0 0 0 0 0 0 0 0 0 0.004656577 0.004662005 0.00463231 0 0
Castelmassa 45.018056 11.309444 542 0.010808376 0.01145213 0.011473153 0.011550012 0.011598237 0.014018692 0.009449182 0.009442653 0.009358594 0.009297052 0.00924673 0.009203143 0.005661232 0.00571037 0.00573921
CastelnovoBariano 45.028889 11.286667 543 0 0 0 0 0 0 0 0 0 0 0.001974334 0.00331785 0.003641178 0.003706199 0.003032345
Ceneselli 45.014722 11.368611 544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ceregnano 45.053056 11.872500 545 0 0 0 0 0 0 0 0 0 0.001533742 0.001547988 0 0 0 0.00262743
Corbola 45.008056 12.078611 546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001576044
CostadiRovigo 45.051389 11.698611 547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Crespino 44.985833 11.885833 548 0 0 0 0 0 0 0 0.002842255 0 0.013220019 0.01321378 0.015850144 0.024473813 0.024630542 0.024137931
Ficarolo 44.955833 11.435833 549 0.001417434 0.001412928 0.001415929 0.001436782 0.0274765 0.026909091 0.026840769 0.026870007 0.027066569 0.027417562 0.027704979 0.027756939 0.02801969 0.028169014 0.028179741
FiessoUmbertiano 44.965000 11.601111 550 0 0 0 0 0 0 0 0.00522938 0 0.005528846 0.005925575 0.005799119 0.015317787 0.02187428 0.021970398
FrassinellePolesine 44.996667 11.699722 551 0 0 0 0 0 0 0 0 0 0.003880983 0.003898635 0.00390117 0.003926702 0.003919007 0.003919007
FrattaPolesine 45.030000 11.644722 552 0.00880902 0.004961021 0.008934954 0.005035971 0.005094614 0.005074302 0.005063291 0.005079826 0.005154639 0.006578947 0.008324285 0.012269939 0.012265512 0.014028777 0.015467626
Gaiba 44.948056 11.482778 553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gavello 45.021944 11.915556 554 0 0 0 0 0 0 0 0 0 0.005006258 0.004944376 0.004854369 0.007181329 0.007130125 0.007130125
GiaccianoconBaruchella 45.067778 11.451111 555 0 0 0 0 0 0 0 0 0 0.00390625 0.003970004 0.003928416 0.004025045 0.004007124 0.005782918
GuardaVeneta 44.982222 11.802778 556 0 0 0 0 0 0 0 0 0 0.005167959 0.004995837 0.004938272 0.004958678 0.004946414 0.004946414
Lendinara 45.085000 11.599722 557 0.000981916 0.000984817 0.000987898 0.000986193 0.000985707 0.000993542 0.000989772 0.000246144 0.000981033 0.000738613 0.00073698 0.002445187 0.002449579 0.003037517 0.003858468
