Comune Provincia Codice Latitudine Longitudine 97ALB 97ALBPL 97CMP 97CMPPL 98ALB 98ALBPL P8CMP 98CMPPL 99ALB 99ALBPL 99CMP 99CMPPL 00ALB 00ALBPL 00CMP 00CMPPL 01ALB 01ALBPL 01CMP 01CMPPL 02ALB 02ALBPL 02CMP 02CMPPL 03ALB 03ALBPL 03CMP 03CMPPL 04ALB 04ALBPL 04CMP 04CMPPL 05ALB 05ALBPL 05CMP 05CMPPL 06ALB 06ALBPL 06CMP 06CMPPL 07ALB 07ALBPL 07CMP 07CMPPL 08ALB 08ALBPL 08CMP 08CMPPL 09ALB 09ALBPL 09CMP 09CMPPL 10ALB 10ALBPL 10CMP 10CMPPL
Carbonera TV 296 45.680556 12.286944 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 0 0 1 2 0 0 2 6 0 0 0 0 0 0 1 2 0 0 1 2
CasalesulSile TV 297 45.599167 12.326667 1 13 1 12 1 13 1 12 1 13 1 12 2 56 1 12 2 56 2 15 2 56 3 33 2 56 2 30 2 56 5 61 2 56 3 37 2 56 9 75 2 56 8 71 1 43 6 60 1 43 6 57 1 43 6 60
Casier TV 298 45.635556 12.258333 1 22 0 0 1 22 0 0 1 22 0 0 1 22 0 0 1 22 1 12 1 22 1 12 1 22 1 12 1 22 1 12 1 22 1 12 1 46 3 16 1 46 3 16 2 70 1 12 2 126 1 12 1 80 1 12
Castelcucco TV 299 45.835556 11.882778 1 30 3 23 1 30 1 8 1 30 4 27 1 30 4 29 1 30 5 36 1 30 3 23 1 30 4 31 1 30 6 36 1 30 7 44 1 30 5 33 1 25 7 44 1 25 5 35 1 25 6 39 1 25 2 12
CastelfrancoVeneto TV 300 45.673056 11.926667 9 398 4 24 9 398 4 24 9 398 4 24 9 401 6 34 9 401 6 35 9 423 2 15 8 440 3 39 8 440 7 62 8 440 7 57 8 474 14 106 7 463 17 122 7 470 13 102 7 468 12 98 9 525 12 100
CastellodiGodego TV 301 45.693889 11.881111 0 0 2 12 0 0 2 12 1 15 2 12 1 15 2 12 1 15 2 12 1 15 2 12 1 15 2 12 1 15 3 52 1 15 2 12 1 15 2 44 1 31 4 58 1 31 3 63 1 31 3 63 1 31 3 63
CavasodelTomba TV 302 45.861111 11.897222 1 14 1 6 1 14 0 0 1 14 3 28 1 14 2 22 1 14 3 26 1 14 2 22 1 14 2 22 1 14 0 0 1 14 4 30 2 81 7 59 2 81 7 59 2 81 7 62 2 81 7 62 2 81 7 62
Cessalto TV 303 45.713333 12.613056 1 26 1 12 1 26 1 12 1 26 1 12 1 26 1 12 1 26 1 12 1 25 1 12 1 25 1 12 1 25 1 12 1 25 1 12 1 25 1 12 1 25 1 18 1 26 1 18 1 26 1 18 1 26 1 18
Chiarano TV 304 45.730278 12.582500 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 16 0 0 5 20 0 0 4 15 0 0 4 15 0 0 3 13
Cimadolmo TV 305 45.788056 12.363056 0 0 1 10 0 0 1 10 0 0 1 10 0 0 2 14 0 0 2 14 0 0 1 10 0 0 1 10 0 0 1 10 0 0 2 17 0 0 1 10 0 0 2 17 0 0 1 10 0 0 1 10 0 0 1 10
CisondiValmarino TV 306 45.971667 12.142500 1 17 2 108 1 17 0 0 1 17 1 8 1 17 2 14 1 17 5 26 2 102 0 0 2 102 0 0 2 102 8 38 2 102 6 30 2 117 16 111 2 117 23 112 2 117 13 71 1 117 14 75 1 117 15 81
Codognè TV 307 45.868889 12.433611 1 10 0 0 1 10 0 0 1 10 0 0 1 10 1 6 1 10 1 6 1 10 0 0 1 10 0 0 1 10 3 17 1 10 1 6 1 10 5 48 2 55 7 66 2 55 4 52 2 55 4 52 2 55 4 52
ColleUmberto TV 308 45.942500 12.343333 1 7 0 0 1 24 0 0 1 23 0 0 1 23 0 0 1 23 0 0 1 23 0 0 1 23 0 0 1 23 0 0 1 23 0 0 1 53 0 0 1 53 1 2 1 53 0 0 1 53 0 0 1 53 0 0
Conegliano TV 309 45.887222 12.297222 9 348 2 113 9 348 2 113 8 338 2 113 8 338 2 131 8 344 2 131 7 363 2 131 7 361 2 127 8 442 5 142 7 361 2 127 8 442 5 142 8 487 8 159 8 487 8 156 8 483 9 151 8 483 8 164
Cordignano TV 310 45.950833 12.416111 1 21 0 0 1 21 0 0 1 21 0 0 1 21 0 0 1 21 1 2 1 21 0 0 1 21 0 0 1 21 1 2 1 21 1 2 1 21 1 2 1 21 1 2 1 21 0 0 1 17 0 0 1 17 4 20
Cornuda TV 311 45.833056 12.006944 0 0 1 7 0 0 0 0 0 0 1 25 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 3 60 0 0 3 60 0 0 2 55 0 0 2 55 0 0 2 55
CrespanodelGrappa TV 312 45.829444 11.839722 3 71 5 150 3 70 3 137 3 70 4 141 3 70 5 151 2 46 3 124 2 46 3 115 2 46 3 115 0 0 3 115 2 46 3 115 2 46 5 93 1 13 6 114 1 13 6 114 2 58 6 114 2 58 5 110
CrocettadelMontello TV 313 45.823889 12.019722 0 0 2 18 0 0 2 18 0 0 2 26 0 0 3 30 0 0 2 26 0 0 2 26 0 0 2 26 0 0 1 20 0 0 3 30 0 0 6 89 0 0 6 83 0 0 5 77 0 0 5 70 0 0 5 74
FarradiSoligo TV 314 45.908056 12.124722 1 50 2 105 1 62 1 93 1 62 2 105 1 62 2 105 1 62 3 87 1 34 4 124 1 60 3 112 1 60 10 146 1 60 5 121 1 60 13 164 1 60 17 194 1 60 7 149 1 60 6 56 1 60 7 149
Follina TV 315 45.955000 12.118889 4 108 2 27 4 108 1 15 4 108 2 27 4 108 7 93 4 107 9 100 5 132 5 85 5 132 5 85 5 132 16 136 5 132 15 134 5 132 17 133 5 133 16 132 5 134 5 72 5 133 5 71 5 133 7 81
Fontanelle TV 316 45.832222 12.468611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 6 0 0 2 10 0 0 2 10 0 0 0 0 0 0 0 0 0 0 0 0
Fonte TV 317 45.786111 11.870556 0 0 1 54 0 0 1 54 0 0 1 54 0 0 1 6 0 0 1 6 0 0 1 54 0 0 0 0 1 13 1 5 0 0 2 11 1 13 3 12 1 13 3 12 1 13 0 0 1 13 0 0 1 13 0 0
Fregona TV 318 46.009722 12.340556 1 10 3 33 1 10 2 24 1 10 3 33 1 15 4 37 1 15 4 35 1 15 4 37 1 15 3 25 1 15 4 28 1 15 4 28 1 15 5 33 1 15 5 41 1 15 4 38 1 15 4 38 1 15 3 33
Gaiarine TV 319 45.879722 12.483611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 12 0 0 1 9 0 0 1 9 0 0 2 19
GiaveradelMontello TV 320 45.803333 12.168611 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 2 8 0 0 2 8 0 0 1 2 0 0 2 12 0 0 2 12
GodegadiSant'Urbano TV 321 45.929722 12.398611 1 17 1 8 1 17 1 8 1 17 1 8 1 17 1 8 1 17 1 10 1 17 1 10 1 24 1 10 1 24 2 14 1 24 1 10 1 24 2 14 1 24 2 14 1 24 1 10 1 24 1 10 1 63 1 10
GorgoalMonticano TV 322 45.788333 12.551667 1 50 0 0 1 52 0 0 1 52 0 0 1 52 0 0 1 52 0 0 1 51 0 0 1 50 0 0 1 50 0 0 1 50 0 0 2 75 0 0 2 76 0 0 2 98 0 0 2 98 0 0 2 98 0 0
Istrana TV 323 45.680278 12.099722 1 17 0 0 1 17 0 0 1 17 0 0 1 17 0 0 1 17 0 0 1 16 0 0 1 16 0 0 1 16 1 6 1 16 0 0 1 16 5 38 1 16 12 38 1 17 12 38 1 17 12 38 1 17 12 38
Loria TV 324 45.731111 11.866111 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0 1 18 0 0
Mansuè TV 325 45.823611 12.540833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 14 0 0 1 6 0 0 1 6 0 0 3 20 0 0 3 20 0 0 3 18 0 0 3 18 0 0 1 14 0 0 1 14 0 0 1 14
MarenodiPiave TV 326 45.847500 12.355000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 2 14 0 0 2 14 0 0 3 44 0 0 3 44 0 0 3 46 0 0 3 35 0 0 3 35
Maser TV 327 45.809444 11.977500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 1 17 0 0 1 17 2 24 1 17 2 10 1 17 3 48 1 17 6 54 1 17 4 48 1 17 4 48 1 17 4 52
MaseradasulPiave TV 328 45.755556 12.315278 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 1 5 1 25 0 0 1 25 1 5 1 25 3 8 1 25 2 5 1 25 3 11 1 25 2 8
MedunadiLivenza TV 329 45.807500 12.613611 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0 1 37 0 0
Miane TV 330 45.945833 12.095556 0 0 3 16 0 0 1 8 0 0 1 12 0 0 3 20 0 0 7 34 0 0 2 17 0 0 3 17 0 0 8 35 0 0 8 33 0 0 13 71 0 0 13 68 0 0 8 51 0 0 8 51 0 0 8 51
MoglianoVeneto TV 331 45.563056 12.236667 9 491 3 28 8 407 3 28 9 492 4 40 9 508 5 42 9 569 10 73 9 581 4 41 9 624 4 41 9 624 11 71 9 624 10 68 11 714 14 89 11 714 25 103 10 631 16 74 11 714 13 65 12 745 14 80
MonastierdiTreviso TV 332 45.651944 12.434167 1 357 0 0 1 357 0 0 1 357 0 0 1 357 0 0 1 357 0 0 1 357 0 0 1 340 0 0 1 340 0 0 1 340 0 0 1 340 2 14 1 354 3 26 1 354 2 14 1 354 1 6 1 354 1 6
Monfumo TV 333 45.833056 11.921389 0 0 2 17 0 0 0 0 0 0 2 17 0 0 2 17 0 0 2 17 0 0 2 17 0 0 2 17 0 0 1 2 0 0 4 21 0 0 4 21 0 0 5 53 0 0 3 49 0 0 3 35 0 0 3 49
Montebelluna TV 334 45.776667 12.045000 6 220 1 12 6 231 1 12 6 231 1 12 6 231 1 10 5 210 2 15 5 210 1 10 5 217 4 36 5 217 7 57 5 217 7 52 6 238 10 72 6 238 15 116 5 215 9 92 6 235 9 87 6 235 10 88
Morgano TV 335 45.635833 12.083333 0 0 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9
MoriagodellaBattaglia TV 336 45.867222 12.100833 0 0 1 10 0 0 1 10 0 0 1 10 0 0 1 10 0 0 2 15 0 0 1 10 0 0 1 10 0 0 2 15 0 0 2 15 0 0 1 10 0 0 2 14 0 0 1 10 0 0 1 10 0 0 2 14
MottadiLivenza TV 337 45.777222 12.611111 3 78 1 12 2 67 0 0 3 78 1 22 3 78 1 22 3 78 1 22 3 78 1 22 3 78 1 22 3 78 2 34 3 78 1 22 3 80 4 52 4 99 7 78 4 99 6 75 3 86 6 75 3 86 6 79
NervesadellaBattaglia TV 338 45.825833 12.209444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 0 0 1 9 0 0 2 14 0 0 2 14 0 0 3 19 0 0 3 20 0 0 11 91 0 0 10 86 0 0 8 77 0 0 8 86 0 0 8 88
Oderzo TV 339 45.783333 12.494444 5 178 2 17 5 178 1 8 5 178 2 17 5 178 3 21 5 178 3 25 5 178 3 39 6 229 3 39 5 190 3 34 6 229 3 39 6 244 6 40 6 244 15 69 6 244 13 92 5 231 16 112 6 244 14 106
Ormelle TV 340 45.780556 12.420000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 1 4 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0
Orsago TV 341 45.932500 12.422500 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 0 0 1 25 1 5 1 25 2 14 1 25 2 14 0 0 2 14 1 25 2 14
PadernodelGrappa TV 342 45.828056 11.852500 2 34 1 4 1 21 0 0 2 34 1 4 1 21 1 4 2 44 2 122 2 44 2 104 2 43 2 104 2 43 2 105 2 43 2 104 2 70 4 121 2 70 5 141 2 70 3 41 2 70 8 69 2 70 7 65
Paese TV 343 45.673056 12.156667 1 48 1 8 1 48 1 8 1 48 1 8 1 48 2 12 1 48 2 12 1 48 1 8 1 48 1 8 1 48 3 18 1 48 3 16 1 60 6 30 1 60 6 28 1 60 1 9 1 60 1 9 1 60 2 14
Pederobba TV 344 45.859167 11.987222 0 0 1 4 0 0 1 4 0 0 1 4 0 0 3 15 0 0 3 11 0 0 2 7 0 0 1 2 0 0 1 2 0 0 3 12 0 0 4 16 0 0 7 21 0 0 4 20 0 0 4 20 0 0 3 23
PievediSoligo TV 345 45.901111 12.172500 6 238 0 0 6 240 0 0 6 240 0 0 6 244 0 0 6 238 2 6 6 239 0 0 6 237 0 0 6 237 2 8 6 237 0 0 6 237 3 18 5 230 8 41 5 232 9 46 5 230 10 60 5 230 7 51
PontediPiave TV 346 45.717500 12.463611 5 133 3 25 5 133 2 15 5 133 3 25 5 133 3 25 5 133 4 43 4 113 4 43 5 133 4 43 4 126 5 55 5 133 4 43 7 199 5 66 6 192 11 78 5 172 11 89 5 165 12 118 4 146 11 82
PonzanoVeneto TV 347 45.719167 12.209167 1 20 2 8 0 0 2 8 0 0 2 8 1 158 2 10 1 158 3 14 1 158 4 13 1 158 4 23 1 158 6 35 1 158 6 35 1 158 5 27 1 158 6 27 1 158 4 15 2 176 4 15 2 176 2 16
Portobuffolè TV 348 45.854722 12.538611 1 78 1 5 1 78 0 0 1 78 1 5 1 78 1 5 1 78 1 4 1 78 1 4 1 78 1 4 1 78 2 9 1 78 1 4 1 78 2 9 1 80 2 9 1 80 1 4 1 80 1 4 1 80 1 4
Possagno TV 349 45.856667 11.881111 2 44 2 84 2 44 1 80 2 44 2 84 2 44 2 84 2 44 2 84 2 44 1 80 1 20 1 80 1 20 3 89 1 20 3 89 1 20 3 14 1 20 6 107 1 20 3 94 1 16 2 14 1 16 2 14
Povegliano TV 350 45.759722 12.206111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 0 1 8 0 0 1 8 0 0 2 22 0 0 2 22 0 0 2 22 0 0 2 22 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14
Preganziol TV 351 45.604444 12.235833 3 172 2 6 3 173 1 4 3 173 1 4 3 231 1 5 3 276 6 185 5 353 1 16 5 389 3 63 5 389 7 83 5 389 5 70 5 449 12 114 5 449 26 89 5 449 21 75 5 449 26 68 5 449 20 73
QuintodiTreviso TV 352 45.646389 12.168056 2 57 0 0 2 55 0 0 2 55 1 8 2 55 1 8 2 55 1 8 2 57 1 8 2 57 1 14 2 57 1 14 2 57 1 14 2 61 2 17 2 61 4 32 3 329 2 17 3 329 2 17 2 311 1 14
Refrontolo TV 353 45.924444 12.206944 0 0 3 25 0 0 3 25 0 0 2 12 0 0 3 32 1 28 4 38 0 0 2 21 0 0 2 21 0 0 3 27 0 0 3 27 0 0 6 41 0 0 12 51 0 0 9 38 0 0 10 50 0 0 9 44
Resana TV 354 45.632500 11.956944 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 0 0 0 0 1 7 0 0 1 7 0 0 2 13 1 25 2 13 1 25 2 13 1 25 1 7 1 25 2 20 1 25 3 29
RevineLago TV 355 45.992778 12.231111 2 54 3 338 2 54 1 320 1 41 5 349 1 41 5 349 1 41 6 390 1 41 3 319 1 41 3 567 1 41 5 579 1 41 6 582 1 67 5 210 1 67 7 191 1 67 4 212 1 67 3 205 1 67 3 235
RiesePioX TV 356 45.730833 11.919722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 38 0 0 1 38 0 0 1 38 0 0 1 38 0 0 1 38 0 0 2 42 0 0 1 38 0 0 2 61 0 0 2 61 0 0 2 61 0 0 2 61
Roncade TV 357 45.629722 12.376389 2 38 2 12 2 38 2 12 2 38 2 12 2 37 4 26 2 37 4 28 2 37 3 24 2 37 3 24 2 37 5 33 2 37 4 31 2 84 7 44 2 84 10 72 2 84 8 71 2 84 12 164 2 84 11 133
Salgareda TV 358 45.705278 12.493889 1 20 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 22 3 22 1 22 1 9 1 22 0 0 1 22 0 0 1 22 0 0 1 22 2 26 2 59 8 48 2 59 1 10 1 37 1 10 1 37 1 10
SanBiagiodiCallalta TV 359 45.684722 12.376944 3 70 1 9 2 52 1 9 3 70 1 9 3 70 1 9 3 74 0 0 3 80 0 0 3 80 1 12 3 80 2 36 3 80 1 12 3 80 4 25 3 80 5 29 3 80 2 14 3 78 2 37 2 65 3 46
SanFior TV 360 45.921389 12.357778 1 56 0 0 1 68 0 0 1 68 0 0 1 64 0 0 1 64 1 5 1 64 0 0 1 64 0 0 1 64 1 5 1 64 1 5 1 62 1 5 1 62 1 5 1 62 0 0 1 62 0 0 1 62 0 0
SanPietrodiFeletto TV 361 45.914167 12.253056 1 17 1 4 1 17 0 0 1 17 2 9 1 17 3 18 1 17 4 24 0 0 3 23 0 0 3 23 0 0 10 56 0 0 8 49 0 0 13 86 0 0 15 89 0 0 8 56 0 0 8 56 0 0 8 57
SanPolodiPiave TV 362 45.792500 12.395833 1 17 1 6 1 17 1 6 1 17 1 6 1 17 1 6 1 17 1 6 1 17 2 18 1 17 3 35 1 17 2 29 1 17 3 35 1 17 2 29 1 17 2 29 1 17 1 17 1 17 1 17 1 17 1 17
SantaLuciadiPiave TV 363 45.851667 12.287222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 1 5 0 0 0 0 0 0 0 0 0 0 0 0
SanVendemiano TV 364 45.888611 12.345278 1 58 0 0 1 58 0 0 1 58 0 0 0 0 0 0 1 76 1 2 1 76 1 14 1 76 1 14 1 76 4 34 1 76 3 22 1 76 4 34 1 76 10 36 1 76 8 26 1 76 8 26 1 76 8 26
SanZenonedegliEzzelini TV 365 45.780556 11.840556 2 58 0 0 2 58 0 0 2 58 0 0 2 58 0 0 2 58 0 0 2 58 1 8 2 58 1 8 2 58 3 20 2 58 3 20 2 58 4 38 2 64 5 40 2 64 3 28 2 64 6 35 2 64 4 30
Sarmede TV 366 45.979444 12.385000 2 32 0 0 2 32 0 0 2 32 0 0 2 34 0 0 2 34 0 0 2 34 0 0 2 34 0 0 2 34 1 4 2 34 1 4 2 34 2 6 2 34 3 10 2 34 0 0 1 10 1 6 1 10 1 6
Segusino TV 367 45.916944 11.954444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SernagliadellaBattaglia TV 368 45.875833 12.133611 0 0 1 13 0 0 1 13 0 0 1 13 0 0 1 13 0 0 1 4 0 0 1 4 0 0 1 8 0 0 1 10 0 0 2 18 0 0 2 18 0 0 2 18 0 0 1 8 0 0 1 8 0 0 1 8
Silea TV 369 45.654444 12.299167 2 69 0 0 2 69 0 0 2 69 0 0 2 69 1 4 2 69 1 4 2 92 0 0 2 92 2 53 2 92 5 69 2 92 4 67 2 179 7 68 2 179 19 76 2 195 17 92 2 195 19 96 2 195 8 83
Spresiano TV 370 45.781111 12.259167 2 76 0 0 2 125 0 0 2 125 0 0 2 76 0 0 2 76 0 0 2 76 1 8 2 76 1 8 2 76 2 10 2 76 2 10 3 187 4 22 3 187 4 34 3 187 2 17 3 186 2 17 3 186 3 32
Susegana TV 371 45.852222 12.250556 5 83 2 8 3 56 0 0 4 65 2 8 3 56 1 4 4 120 3 26 4 120 1 14 4 120 2 26 4 120 5 42 4 120 5 46 4 118 4 39 4 118 7 85 3 102 6 78 4 122 6 60 3 58 6 74
Tarzo TV 372 45.973611 12.233056 4 119 4 78 3 83 1 60 4 119 3 71 4 119 5 79 4 119 5 79 4 116 4 75 4 116 4 76 2 59 5 78 4 116 8 93 3 100 8 107 2 59 7 106 2 59 4 91 2 59 4 91 2 59 3 28
Trevignano TV 373 45.742500 12.086111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 2 11 0 0 2 11 0 0 1 7 0 0 2 13 0 0 2 25
Treviso TV 374 45.666389 12.245278 13 916 4 28 12 817 3 23 12 816 5 41 13 832 8 48 14 1023 18 99 13 1075 4 56 13 1075 7 96 13 1075 44 338 13 1075 29 192 13 1102 69 451 13 1103 95 486 13 1104 47 347 14 1128 48 364 15 1237 53 413
Valdobbiadene TV 375 45.902500 11.997222 2 101 3 29 1 76 1 18 1 76 3 29 1 76 4 33 1 76 16 91 1 76 2 23 2 128 5 69 2 128 24 169 2 128 22 139 3 143 37 288 3 143 45 311 3 143 29 275 3 143 30 286 2 128 30 328
Vazzola TV 376 45.838889 12.380278 1 15 0 0 1 15 0 0 1 15 0 0 1 15 0 0 1 15 0 0 1 16 0 0 1 16 0 0 1 16 1 5 1 16 1 5 1 16 1 5 1 16 1 5 1 16 0 0 1 16 0 0 1 21 0 0
Vedelago TV 377 45.687222 12.019722 3 137 2 24 2 121 2 24 2 111 2 24 3 136 2 24 2 111 2 22 2 111 2 22 2 118 2 14 2 118 3 18 2 118 3 18 2 117 4 34 2 117 7 74 1 101 5 79 1 101 5 75 1 101 5 79
Vidor TV 378 45.863333 12.039167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 1 2 0 0 3 10 0 0 3 7 0 0 2 4 0 0 2 4 0 0 2 4
Villorba TV 379 45.713333 12.260000 2 72 2 15 2 72 2 15 2 72 2 15 2 72 4 39 2 72 4 39 2 72 3 33 2 72 3 33 2 72 12 73 2 72 11 69 2 82 10 64 2 82 19 226 3 102 12 196 3 102 13 181 3 102 13 181
VittorioVeneto TV 380 45.990556 12.296944 10 242 10 84 7 200 4 64 9 235 11 90 8 244 14 115 7 224 15 121 6 210 5 78 6 210 7 104 5 195 21 180 6 210 20 173 5 203 27 224 5 203 26 224 5 203 16 192 6 250 17 189 6 250 19 202
VolpagodelMontello TV 381 45.778333 12.125278 1 14 3 26 1 20 2 20 1 20 3 26 1 20 3 24 1 20 3 24 1 20 3 24 1 20 3 24 1 20 5 36 1 20 5 36 1 20 7 42 1 20 11 66 1 20 8 60 1 20 7 54 1 20 6 52
ZensondiPiave TV 382 45.679167 12.492222 0 0 1 9 0 0 0 0 0 0 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0
ZeroBranco TV 383 45.602222 12.168333 0 0 1 5 0 0 1 5 0 0 1 5 0 0 3 10 0 0 4 18 0 0 1 5 0 0 1 5 0 0 3 16 0 0 4 21 0 0 5 37 0 0 4 33 0 0 3 26 0 0 3 26 0 0 4 30
AnnoneVeneto VE 384 45.797500 12.685833 1 13 0 0 1 13 0 0 1 13 0 0 1 14 0 0 1 13 0 0 1 13 0 0 1 13 0 0 0 0 0 0 1 13 0 0 0 0 0 0 1 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CampagnaLupia VE 385 45.356944 12.098333 2 41 0 0 2 41 0 0 2 41 0 0 2 41 1 6 2 48 1 6 2 48 1 6 2 48 1 6 1 18 1 6 2 48 1 6 1 18 1 4 2 71 2 10 2 71 1 6 1 71 7 59 2 124 11 67
CampolongoMaggiore VE 386 45.333056 12.050278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 0 0 1 7
Camponogara VE 387 45.385833 12.074167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 0 2 10 0 0 0 0 0 0 0 0 0 0 0 0
Caorle VE 388 45.602500 12.888333 192 11932 290 20866 191 11881 292 19908 191 12029 294 19940 180 11612 3468 37700 175 11435 3546 37531 193 12223 3606 40750 166 11012 4196 40644 164 11066 4263 40823 166 11012 4199 40660 165 11326 4263 41197 168 12073 4574 42508 165 12841 4890 48114 157 11633 5512 49326 155 11394 5060 46876
Cavarzere VE 389 45.136667 12.083889 3 45 0 0 3 55 0 0 3 45 0 0 3 45 0 0 3 71 0 0 3 71 0 0 3 71 0 0 3 71 0 0 3 71 0 0 3 71 0 0 2 62 0 0 2 80 0 0 2 82 1 6 2 82 1 6
Ceggia VE 390 45.686111 12.637778 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 2 17 0 0 2 17 0 0 2 17 0 0 2 17 0 0 1 8 0 0 2 17 0 0 2 17 0 0 4 41 0 0 3 33
Chioggia VE 391 45.220556 12.279444 76 4298 18 11592 77 4344 18 11562 77 4458 20 11721 76 4508 1720 23615 75 4469 1723 23644 71 4449 1834 26006 72 4562 1832 26807 67 4391 1683 26100 72 4562 1835 26821 67 4198 1540 24849 70 4925 1371 23624 67 5491 2082 33941 64 4816 2076 33720 64 4318 1286 20717
CintoCaomaggiore VE 392 45.826111 12.786667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cona VE 393 45.194444 12.041667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 0 0 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9
ConcordiaSagittaria VE 394 45.757222 12.845278 0 0 4 38 0 0 4 38 0 0 1 8 1 23 1 8 1 23 2 19 1 23 2 19 1 23 2 19 1 23 3 24 1 23 3 24 2 43 3 24 3 66 4 27 4 142 2 18 3 96 2 18 3 96 5 27
Dolo VE 395 45.425556 12.075556 6 148 0 0 6 148 0 0 6 150 0 0 6 151 2 11 6 167 2 11 6 167 0 0 8 192 0 0 7 188 2 12 8 192 7 34 8 190 16 81 10 210 20 78 10 210 13 62 9 234 14 87 9 234 9 66
Eraclea VE 396 45.578889 12.673056 20 919 4 4382 19 930 4 4382 20 932 3 3632 20 932 1077 8442 19 892 1080 8452 20 979 1094 8533 20 979 1083 8482 18 919 1071 8427 20 979 1083 8482 17 906 823 6690 21 1027 1902 11234 21 1255 2021 12669 18 1132 2086 13036 18 1132 1012 8093
